Text Title	Text Number	Sentence Number	Token Number	Lemma	Text	POS Tag	Dependency
Lit_MagicMountain_ru.txt	1	3	37	как	как	SCONJ	case
Lit_MagicMountain_ru.txt	1	3	38	история	истории	NOUN	acl
Lit_MagicMountain_ru.txt	1	3	39	и	и	CCONJ	cc
Lit_MagicMountain_ru.txt	1	3	40	для	для	ADP	case
Lit_MagicMountain_ru.txt	1	3	41	рассказчик	рассказчика	NOUN	conj
Lit_MagicMountain_ru.txt	1	3	42	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	43	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	3	44	который	который	PRON	nsubj
Lit_MagicMountain_ru.txt	1	3	45	бормотать	бормочет	VERB	acl:relcl
Lit_MagicMountain_ru.txt	1	3	46	свой	свои	DET	det
Lit_MagicMountain_ru.txt	1	3	47	заклинание	заклинания	NOUN	obj
Lit_MagicMountain_ru.txt	1	3	48	над	над	ADP	case
Lit_MagicMountain_ru.txt	1	3	49	пройти	прошедшими	VERB	amod
Lit_MagicMountain_ru.txt	1	3	50	временами	временами	ADV	obl
Lit_MagicMountain_ru.txt	1	3	51	;	;	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	52	однако	однако	ADV	advmod
Lit_MagicMountain_ru.txt	1	3	53	приходиться	приходится	VERB	conj
Lit_MagicMountain_ru.txt	1	3	54	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	3	55	признать	признать	VERB	csubj
Lit_MagicMountain_ru.txt	1	3	56	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	57	что	что	SCONJ	mark
Lit_MagicMountain_ru.txt	1	3	58	она	она	PRON	nsubj
Lit_MagicMountain_ru.txt	1	3	59	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	60	так	так	ADV	cc
Lit_MagicMountain_ru.txt	1	3	61	же	же	PART	fixed
Lit_MagicMountain_ru.txt	1	3	62	как	как	SCONJ	fixed
Lit_MagicMountain_ru.txt	1	3	63	в	в	ADP	case
Lit_MagicMountain_ru.txt	1	3	64	наш	нашу	DET	det
Lit_MagicMountain_ru.txt	1	3	65	эпоха	эпоху	NOUN	conj
Lit_MagicMountain_ru.txt	1	3	66	и	и	CCONJ	cc
Lit_MagicMountain_ru.txt	1	3	67	сами	сами	ADJ	amod
Lit_MagicMountain_ru.txt	1	3	68	человек	люди	NOUN	conj
Lit_MagicMountain_ru.txt	1	3	69	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	70	особенно	особенно	ADV	advmod
Lit_MagicMountain_ru.txt	1	3	71	же	же	PART	advmod
Lit_MagicMountain_ru.txt	1	3	72	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	3	73	рассказчик	рассказчики	NOUN	appos
Lit_MagicMountain_ru.txt	1	3	74	история	историй	NOUN	nmod
Lit_MagicMountain_ru.txt	1	3	75	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	76	гораздо	гораздо	ADV	advmod
Lit_MagicMountain_ru.txt	1	3	77	старый	старее	ADJ	ccomp
Lit_MagicMountain_ru.txt	1	3	78	свой	своих	DET	det
Lit_MagicMountain_ru.txt	1	3	79	год	лет	NOUN	obl
Lit_MagicMountain_ru.txt	1	3	80	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	81	она	ее	DET	det
Lit_MagicMountain_ru.txt	1	3	82	возраст	возраст	NOUN	nsubj:pass
Lit_MagicMountain_ru.txt	1	3	83	измеряться	измеряется	VERB	conj
Lit_MagicMountain_ru.txt	1	3	84	не	не	PART	advmod
Lit_MagicMountain_ru.txt	1	3	85	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	3	86	протекшими	протекшими	VERB	amod
Lit_MagicMountain_ru.txt	1	3	87	день	днями	NOUN	obl
Lit_MagicMountain_ru.txt	1	3	88	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	89	и	и	CCONJ	cc
Lit_MagicMountain_ru.txt	1	3	90	бремя	бремя	NOUN	conj
Lit_MagicMountain_ru.txt	1	3	91	она	ее	DET	det
Lit_MagicMountain_ru.txt	1	3	92	год	годов	NOUN	nmod
Lit_MagicMountain_ru.txt	1	3	93	—	—	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	94	не	не	PART	advmod
Lit_MagicMountain_ru.txt	1	3	95	число	числом	NOUN	orphan
Lit_MagicMountain_ru.txt	1	3	96	обращение	обращений	NOUN	nmod
Lit_MagicMountain_ru.txt	1	3	97	земля	земли	NOUN	nmod
Lit_MagicMountain_ru.txt	1	3	98	вокруг	вокруг	ADP	case
Lit_MagicMountain_ru.txt	1	3	99	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	3	100	солнце	солнца	NOUN	nmod
Lit_MagicMountain_ru.txt	1	3	101	;	;	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	102	слово	словом	NOUN	conj
Lit_MagicMountain_ru.txt	1	3	103	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	104	она	она	PRON	nsubj
Lit_MagicMountain_ru.txt	1	3	105	обязать	обязана	VERB	conj
Lit_MagicMountain_ru.txt	1	3	106	степень	степенью	NOUN	iobj
Lit_MagicMountain_ru.txt	1	3	107	свой	своей	DET	det
Lit_MagicMountain_ru.txt	1	3	108	давность	давности	NOUN	nmod
Lit_MagicMountain_ru.txt	1	3	109	не	не	PART	advmod
Lit_MagicMountain_ru.txt	1	3	110	самому	самому	ADJ	amod
Lit_MagicMountain_ru.txt	1	3	111	время	времени	NOUN	nmod
Lit_MagicMountain_ru.txt	1	3	112	;	;	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	113	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	3	114	отметить	отметим	VERB	conj
Lit_MagicMountain_ru.txt	1	3	115	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	116	что	что	SCONJ	mark
Lit_MagicMountain_ru.txt	1	3	117	в	в	ADP	case
Lit_MagicMountain_ru.txt	1	3	118	этот	этих	DET	det
Lit_MagicMountain_ru.txt	1	3	119	слово	словах	NOUN	obl
Lit_MagicMountain_ru.txt	1	3	120	мы	мы	PRON	nsubj
Lit_MagicMountain_ru.txt	1	3	121	давать	даем	VERB	ccomp
Lit_MagicMountain_ru.txt	1	3	122	мимоходом	мимоходом	NOUN	iobj
Lit_MagicMountain_ru.txt	1	3	123	намёк	намек	NOUN	obj
Lit_MagicMountain_ru.txt	1	3	124	и	и	CCONJ	cc
Lit_MagicMountain_ru.txt	1	3	125	указание	указание	NOUN	conj
Lit_MagicMountain_ru.txt	1	3	126	на	на	ADP	case
Lit_MagicMountain_ru.txt	1	3	127	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	3	128	сомнительность	сомнительность	NOUN	nmod
Lit_MagicMountain_ru.txt	1	3	129	и	и	CCONJ	cc
Lit_MagicMountain_ru.txt	1	3	130	своеобразный	своеобразную	ADJ	amod
Lit_MagicMountain_ru.txt	1	3	131	двойственность	двойственность	NOUN	conj
Lit_MagicMountain_ru.txt	1	3	132	тот	той	DET	det
Lit_MagicMountain_ru.txt	1	3	133	загадочный	загадочной	ADJ	amod
Lit_MagicMountain_ru.txt	1	3	134	стихия	стихии	NOUN	nmod
Lit_MagicMountain_ru.txt	1	3	135	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	3	136	которая	которая	PRON	nsubj
Lit_MagicMountain_ru.txt	1	3	137	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	3	138	зваться	зовется	VERB	acl:relcl
Lit_MagicMountain_ru.txt	1	3	139	время	временем	NOUN	obl
Lit_MagicMountain_ru.txt	1	3	140	.	.	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	1	

	

	SPACE	dep
Lit_MagicMountain_ru.txt	1	4	2	однако	Однако	ADV	parataxis
Lit_MagicMountain_ru.txt	1	4	3	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	4	не	не	PART	advmod
Lit_MagicMountain_ru.txt	1	4	5	желать	желая	VERB	advcl
Lit_MagicMountain_ru.txt	1	4	6	искусственно	искусственно	ADV	advmod
Lit_MagicMountain_ru.txt	1	4	7	затемнять	затемнять	VERB	xcomp
Lit_MagicMountain_ru.txt	1	4	8	вопрос	вопрос	NOUN	obj
Lit_MagicMountain_ru.txt	1	4	9	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	10	по	по	ADP	case
Lit_MagicMountain_ru.txt	1	4	11	существо	существу	NOUN	obl
Lit_MagicMountain_ru.txt	1	4	12	совершенно	совершенно	ADV	advmod
Lit_MagicMountain_ru.txt	1	4	13	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	4	14	ясный	ясный	ADJ	amod
Lit_MagicMountain_ru.txt	1	4	15	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	16	сказать	скажем	VERB	parataxis
Lit_MagicMountain_ru.txt	1	4	17	следующий	следующее	ADJ	ROOT
Lit_MagicMountain_ru.txt	1	4	18	:	:	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	19	особый	особая	ADJ	amod
Lit_MagicMountain_ru.txt	1	4	20	давность	давность	NOUN	nsubj
Lit_MagicMountain_ru.txt	1	4	21	наш	нашей	DET	det
Lit_MagicMountain_ru.txt	1	4	22	история	истории	NOUN	nmod
Lit_MagicMountain_ru.txt	1	4	23	зависеть	зависит	VERB	parataxis
Lit_MagicMountain_ru.txt	1	4	24	ещё	еще	ADV	advmod
Lit_MagicMountain_ru.txt	1	4	25	и	и	PART	advmod
Lit_MagicMountain_ru.txt	1	4	26	от	от	ADP	case
Lit_MagicMountain_ru.txt	1	4	27	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	4	28	того	того	PRON	obl
Lit_MagicMountain_ru.txt	1	4	29	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	30	что	что	SCONJ	mark
Lit_MagicMountain_ru.txt	1	4	31	она	она	PRON	nsubj
Lit_MagicMountain_ru.txt	1	4	32	происходить	происходит	VERB	acl
Lit_MagicMountain_ru.txt	1	4	33	на	на	ADP	case
Lit_MagicMountain_ru.txt	1	4	34	некий	некоем	DET	det
Lit_MagicMountain_ru.txt	1	4	35	рубеж	рубеже	NOUN	obl
Lit_MagicMountain_ru.txt	1	4	36	и	и	CCONJ	cc
Lit_MagicMountain_ru.txt	1	4	37	перед	перед	ADP	case
Lit_MagicMountain_ru.txt	1	4	38	поворот	поворотом	NOUN	conj
Lit_MagicMountain_ru.txt	1	4	39	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	40	глубоко	глубоко	ADV	advmod
Lit_MagicMountain_ru.txt	1	4	41	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	4	42	расщепить	расщепившим	VERB	acl
Lit_MagicMountain_ru.txt	1	4	43	наш	нашу	DET	det
Lit_MagicMountain_ru.txt	1	4	44	жизнь	жизнь	NOUN	obj
Lit_MagicMountain_ru.txt	1	4	45	и	и	CCONJ	cc
Lit_MagicMountain_ru.txt	1	4	46	сознание	сознание	NOUN	conj
Lit_MagicMountain_ru.txt	1	4	47	...	...	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	48	она	Она	PRON	nsubj
Lit_MagicMountain_ru.txt	1	4	49	происходить	происходит	VERB	ROOT
Lit_MagicMountain_ru.txt	1	4	50	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	51	или	или	CCONJ	cc
Lit_MagicMountain_ru.txt	1	4	52	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	53	чтобы	чтобы	SCONJ	mark
Lit_MagicMountain_ru.txt	1	4	54	избежать	избежать	VERB	advcl
Lit_MagicMountain_ru.txt	1	4	55	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	4	56	всякий	всяких	DET	det
Lit_MagicMountain_ru.txt	1	4	57	форма	форм	NOUN	obj
Lit_MagicMountain_ru.txt	1	4	58	настоящий	настоящего	ADJ	nmod
Lit_MagicMountain_ru.txt	1	4	59	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	60	сказать	скажем	VERB	parataxis
Lit_MagicMountain_ru.txt	1	4	61	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	62	происходить	происходила	VERB	conj
Lit_MagicMountain_ru.txt	1	4	63	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	64	произойти	произошла	VERB	conj
Lit_MagicMountain_ru.txt	1	4	65	некогда	некогда	ADV	advmod
Lit_MagicMountain_ru.txt	1	4	66	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	67	когда	когда	ADV	advmod
Lit_MagicMountain_ru.txt	1	4	68	-	-	ADV	advmod
Lit_MagicMountain_ru.txt	1	4	69	то	то	ADV	parataxis
Lit_MagicMountain_ru.txt	1	4	70	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	71	в	в	ADP	case
Lit_MagicMountain_ru.txt	1	4	72	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	4	73	стародавний	стародавние	ADJ	amod
Lit_MagicMountain_ru.txt	1	4	74	время	времена	NOUN	advcl
Lit_MagicMountain_ru.txt	1	4	75	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	76	в	в	ADP	case
Lit_MagicMountain_ru.txt	1	4	77	день	дни	NOUN	conj
Lit_MagicMountain_ru.txt	1	4	78	перед	перед	ADP	case
Lit_MagicMountain_ru.txt	1	4	79	великий	великой	ADJ	amod
Lit_MagicMountain_ru.txt	1	4	80	война	войной	NOUN	nmod
Lit_MagicMountain_ru.txt	1	4	81	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	82	с	с	ADP	case
Lit_MagicMountain_ru.txt	1	4	83	начало	началом	NOUN	obl
Lit_MagicMountain_ru.txt	1	4	84	которой	которой	PRON	nmod
Lit_MagicMountain_ru.txt	1	4	85	начаться	началось	VERB	acl:relcl
Lit_MagicMountain_ru.txt	1	4	86	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	4	87	столь	столь	ADV	advmod
Lit_MagicMountain_ru.txt	1	4	88	многое	многое	NOUN	nsubj
Lit_MagicMountain_ru.txt	1	4	89	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	4	90	что	что	SCONJ	mark
Lit_MagicMountain_ru.txt	1	4	91	потом	потом	ADV	advmod
Lit_MagicMountain_ru.txt	1	4	92	оно	оно	PRON	nsubj
Lit_MagicMountain_ru.txt	1	4	93	уже	уже	ADV	advmod
Lit_MagicMountain_ru.txt	1	4	94	и	и	PART	advmod
Lit_MagicMountain_ru.txt	1	4	95	не	не	PART	advmod
Lit_MagicMountain_ru.txt	1	4	96	переставать	переставало	VERB	acl
Lit_MagicMountain_ru.txt	1	4	97	начинаться	начинаться	VERB	xcomp
Lit_MagicMountain_ru.txt	1	4	98	.	.	PUNCT	punct
Lit_MagicMountain_ru.txt	1	5	1	итак	Итак	ADV	parataxis
Lit_MagicMountain_ru.txt	1	5	2	,	,	PUNCT	punct
Lit_MagicMountain_ru.txt	1	5	3	она	она	PRON	nsubj
Lit_MagicMountain_ru.txt	1	5	4	
	
	SPACE	dep
Lit_MagicMountain_ru.txt	1	5	5	происходить	происходит	VERB	ROOT
Lit_MagicMountain_ru.txt	1	5	6	перед	перед	ADP	case
Lit_MagicMountain_ru.txt	1	5	7	тот	тем	DET	det
Lit_MagicMountain_ru.txt	1	5	8	поворот	поворотом	NOUN	obl
Lit_MagicMountain_ru.txt	1	5	9	,	,	PUNCT	punct
