Text Title	Sentence	Text Number	Sentence Number	Token Number	Lemma	Text	POS Tag	Dependency
Lit_HarryPotter_de.txt	Ein Junge überlebt Mr und Mrs Dursley im Ligusterweg Nummer 4 waren stolz darauf,  ganz und gar normal zu sein,  sehr stolz sogar.	0	0	31	zu	zu	PART	pm
Lit_HarryPotter_de.txt	Ein Junge überlebt Mr und Mrs Dursley im Ligusterweg Nummer 4 waren stolz darauf,  ganz und gar normal zu sein,  sehr stolz sogar.	0	0	32	sein	sein	AUX	re
Lit_HarryPotter_de.txt	Ein Junge überlebt Mr und Mrs Dursley im Ligusterweg Nummer 4 waren stolz darauf,  ganz und gar normal zu sein,  sehr stolz sogar.	0	0	33	--	PUNCT	punct
Lit_HarryPotter_de.txt	Ein Junge überlebt Mr und Mrs Dursley im Ligusterweg Nummer 4 waren stolz darauf,  ganz und gar normal zu sein,  sehr stolz sogar.	0	0	34	sehr	sehr	ADV	mo
Lit_HarryPotter_de.txt	Ein Junge überlebt Mr und Mrs Dursley im Ligusterweg Nummer 4 waren stolz darauf,  ganz und gar normal zu sein,  sehr stolz sogar.	0	0	35	stolz	stolz	ADV	cj
Lit_HarryPotter_de.txt	Ein Junge überlebt Mr und Mrs Dursley im Ligusterweg Nummer 4 waren stolz darauf,  ganz und gar normal zu sein,  sehr stolz sogar.	0	0	36	sogar	sogar	ADV	mo
Lit_HarryPotter_de.txt	Ein Junge überlebt Mr und Mrs Dursley im Ligusterweg Nummer 4 waren stolz darauf,  ganz und gar normal zu sein,  sehr stolz sogar.	0	0	37	--	.	PUNCT	punct
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	1	niemand	Niemand	PRON	sb
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	2	sein	wäre	AUX	ROOT
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	3	auf	auf	ADP	mo
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	4	der	die	DET	nk
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	5	Idee	Idee	NOUN	nk
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	6	kommen	gekommen	VERB	oc
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	7	--	PUNCT	punct
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	8	sie	sie	PRON	sb
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	9	können	könnten	AUX	cj
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	10	sich	sich	PRON	oa
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	11	in	in	ADP	mo
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	12	ein	eine	DET	nk
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	13	merkwürdig	merkwürdige	ADJ	nk
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	14	und	und	CCONJ	cd
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	15	geheimnisvoll	geheimnisvolle	ADJ	cj
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	16	Geschichte	Geschichte	NOUN	nk
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	17	verstricken	verstricken	VERB	oc
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	18	--	PUNCT	punct
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	19	denn	denn	CCONJ	cd
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	20	mit	mit	ADP	mo
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	21	solcher	solchem	DET	nk
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	22	Unsinn	Unsinn	NOUN	nk
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	23	wollen	wollten	AUX	cj
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	24	sie	sie	PRON	sb
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	25	nichts	nichts	PRON	oa
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	26	zu	zu	PART	pm
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	27	tun	tun	VERB	oc
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	28	haben	haben	AUX	oc
Lit_HarryPotter_de.txt	Niemand wäre auf die Idee gekommen,  sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken,  denn mit solchem Unsinn wollten sie nichts zu tun haben. 	0	1	29	--	.	PUNCT	punct
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	2	Mr	Mr	PROPN	pnc
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	3	Dursley	Dursley	PROPN	sb
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	4	sein	war	AUX	ROOT
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	5	Direktor	Direktor	NOUN	pd
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	6	ein	einer	DET	nk
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	7	Firma	Firma	NOUN	ag
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	8	namens	namens	ADP	mnr
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	9	Grunnings	Grunnings	PROPN	nk
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	10	--	PUNCT	punct
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	11	der	die	DET	nk
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	12	Bohrmaschin	Bohrmaschinen	NOUN	oa
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	13	herstellen	herstellte	VERB	mo
Lit_HarryPotter_de.txt	Mr Dursley war Direktor einer Firma namens Grunnings,  die Bohrmaschinen herstellte.	0	2	14	--	.	PUNCT	punct
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	1	er	Er	PRON	sb
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	2	sein	war	AUX	ROOT
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	3	groß	groß	ADV	pd
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	4	und	und	CCONJ	cd
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	5	bullig	bullig	ADV	cj
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	6	und	und	CCONJ	cd
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	7	haben	hatte	VERB	cj
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	8	fast	fast	ADV	mo
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	9	kein	keinen	DET	nk
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	10	Hals	Hals	NOUN	oa
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	11	--	PUNCT	punct
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	12	dafür	dafür	ADV	mo
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	13	aber	aber	ADV	mo
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	14	ein	einen	DET	nk
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	15	sehr	sehr	ADV	mo
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	16	groß	großen	ADJ	nk
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	17	Schnurrbart	Schnurrbart	NOUN	oa
Lit_HarryPotter_de.txt	Er war groß und bullig und hatte fast keinen Hals,  dafür aber einen sehr großen Schnurrbart.	0	3	18	--	.	PUNCT	punct
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	1	Mrs	Mrs	PROPN	pnc
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	2	Dursley	Dursley	PROPN	sb
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	3	sein	war	AUX	ROOT
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	4	dünn	dünn	ADV	pd
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	5	und	und	CCONJ	cd
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	6	blond	blond	ADV	cj
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	7	und	und	CCONJ	cd
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	8	besitzen	besaß	VERB	cj
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	9	doppelt	doppelt	ADV	mo
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	10	so	so	ADV	mo
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	11	viel	viel	DET	nk
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	12	Hals	Hals	NOUN	oa
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	13	--	PUNCT	punct
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	14	wie	wie	ADV	mo
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	15	notwendig	notwendig	ADV	pd
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	16	sein	gewesen	AUX	oc
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	17	sein	wäre	AUX	oc
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	18	--	PUNCT	punct
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	19	wer	was	PRON	sb
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	20	allerdings	allerdings	ADV	mo
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	21	sehr	sehr	ADV	mo
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	22	nützlich	nützlich	ADV	pd
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	23	sein	war	AUX	sb
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	24	--	PUNCT	punct
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	25	denn	denn	CCONJ	cd
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	26	so	so	ADV	mo
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	27	können	konnte	AUX	cj
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	28	sie	sie	PRON	sb
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	29	der	den	DET	nk
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	30	Hals	Hals	NOUN	oa
Lit_HarryPotter_de.txt	Mrs Dursley war dünn und blond und besaß doppelt so viel Hals,  wie notwendig gewesen wäre,  was allerdings sehr nützlich war,  denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen.	0	4	31	über	über	ADP	mo
